player_id,Position,x_star,x_star_sd,Player_Name,Position_Code,Team,points,goals,assists,gamesPlayed,Points_per_60,x_star_rank,pts60_rank,rank_divergence
8479359,forwards,0.25325656,0.3173206,Beck Malenstyn,L,BUF,14,7,7,81,0.9314703925482369,222,349,-127
8475166,forwards,0.25124106,0.2834898,John Tavares,C,TOR,71,31,40,82,2.8570789832554606,223,54,169
8482947,forwards,0.24562952,0.39724496,Zakhar Bardakov,C,COL,10,1,9,60,1.3888888888888888,224,288,-64
8478233,forwards,0.23945175,0.276108,Andrew Mangiapane,L,CHI,16,8,8,62,1.2403634954132392,225,315,-90
8485402,forwards,0.22203603,0.2967026,Michael Misa,C,SJS,21,9,12,45,2.1846553966189854,226,143,83
8476399,forwards,0.21438773,0.26760355,Blake Coleman,L,CGY,35,20,15,69,1.7558528428093645,227,212,15
8483731,forwards,0.21127057,0.28398588,Alex Bump,L,PHI,9,5,4,17,2.4497202479963707,228,104,124
8476480,forwards,0.18790355,0.26806146,Vladislav Namestnikov,C,WPG,14,8,6,60,1.0157194679564692,229,342,-113
8480840,forwards,0.18277386,0.2726349,Oskar Bäck,C,DAL,12,5,7,72,0.8021390374331551,230,365,-135
8477404,forwards,0.17829792,0.2972262,Jake Guentzel,C,TBL,88,38,50,81,3.1979649314072867,231,27,204
8483669,forwards,0.17645198,0.28005695,Adam Sykora,L,NYR,4,3,1,11,1.9538670284938944,232,179,53
8484197,forwards,0.17603046,0.28611702,Oliver Moore,C,CHI,19,5,14,51,1.7395284962233921,233,219,14
8482157,forwards,0.17247711,0.28440127,Will Cuylle,L,NYR,38,20,18,82,1.6501411304914237,234,234,0
8484800,forwards,0.16714807,0.27377695,Berkly Catton,C,SEA,17,7,10,66,1.1949390815370198,235,323,-88
8481068,forwards,0.15913817,0.29300088,Yegor Sharangovich,C,CGY,29,15,14,78,1.3898873711957824,236,287,-51
8482737,forwards,0.15393886,0.27339855,Zachary Bolduc,R,MTL,30,12,18,78,1.750461927453078,237,215,22
8481535,forwards,0.15062979,0.26347598,Nils Hoglander,L,NSH,5,2,3,38,0.6855053697920634,238,375,-137
8483445,forwards,0.14720374,0.291766,Cutter Gauthier,L,ANA,69,41,28,76,3.185595567867036,239,28,211
